user_id,court_id,day_of_week,time_slot
83,2,Tuesday,06:00
217,1,Sunday,18:00
101,2,Friday,21:00
2,5,Monday,19:00
282,5,Tuesday,11:00
88,3,Wednesday,09:00
84,2,Sunday,19:00
285,2,Tuesday,13:00
110,4,Thursday,20:00
91,1,Thursday,20:00
1,1,Tuesday,07:00
79,2,Thursday,13:00
237,2,Saturday,16:00
208,4,Thursday,10:00
190,3,Tuesday,14:00
127,3,Saturday,18:00
297,2,Saturday,08:00
92,3,Monday,10:00
189,1,Thursday,15:00
295,4,Sunday,11:00
140,5,Monday,13:00
297,2,Monday,09:00
33,5,Friday,09:00
284,1,Thursday,20:00
208,4,Sunday,12:00
125,2,Saturday,16:00
195,4,Monday,08:00
86,1,Saturday,16:00
17,3,Sunday,21:00
10,1,Thursday,18:00
285,5,Friday,10:00
277,1,Monday,21:00
284,1,Wednesday,21:00
25,4,Saturday,13:00
53,3,Wednesday,11:00
199,5,Thursday,19:00
151,1,Sunday,17:00
61,4,Friday,10:00
219,1,Thursday,15:00
156,1,Monday,20:00
287,4,Thursday,20:00
73,2,Friday,17:00
162,3,Sunday,18:00
151,1,Wednesday,16:00
156,1,Saturday,15:00
88,2,Saturday,12:00
71,4,Thursday,18:00
2,4,Thursday,08:00
122,5,Monday,13:00
280,5,Friday,20:00
284,1,Wednesday,20:00
72,3,Thursday,14:00
251,1,Saturday,10:00
271,3,Monday,06:00
158,3,Tuesday,17:00
225,4,Saturday,09:00
61,2,Thursday,20:00
105,1,Wednesday,06:00
272,5,Sunday,11:00
219,5,Friday,15:00
35,3,Monday,09:00
285,5,Thursday,06:00
210,2,Thursday,08:00
263,4,Friday,06:00
97,3,Saturday,17:00
84,2,Thursday,18:00
108,4,Tuesday,08:00
135,1,Wednesday,18:00
25,5,Tuesday,11:00
175,1,Thursday,09:00
148,3,Tuesday,08:00
299,4,Thursday,16:00
169,1,Tuesday,19:00
27,4,Thursday,21:00
71,4,Thursday,21:00
8,1,Sunday,20:00
137,4,Tuesday,19:00
268,5,Thursday,12:00
223,1,Monday,17:00
141,4,Wednesday,15:00
240,5,Wednesday,21:00
107,4,Tuesday,12:00
238,2,Monday,12:00
11,5,Friday,07:00
65,2,Thursday,08:00
219,1,Saturday,10:00
22,2,Saturday,17:00
176,2,Sunday,21:00
226,4,Saturday,21:00
181,3,Thursday,14:00
221,1,Tuesday,19:00
198,5,Tuesday,12:00
52,4,Friday,06:00
242,1,Tuesday,07:00
194,4,Sunday,14:00
132,1,Thursday,06:00
166,5,Thursday,20:00
22,2,Sunday,19:00
250,2,Friday,10:00
139,1,Friday,08:00
295,4,Thursday,13:00
292,5,Saturday,16:00
233,3,Thursday,11:00
276,1,Wednesday,20:00
218,3,Friday,18:00
18,3,Sunday,10:00
281,4,Thursday,13:00
208,3,Wednesday,12:00
7,2,Monday,21:00
280,3,Wednesday,19:00
35,3,Monday,18:00
231,2,Sunday,12:00
254,1,Monday,11:00
123,4,Saturday,13:00
51,4,Sunday,17:00
78,5,Wednesday,12:00
41,1,Sunday,10:00
89,5,Tuesday,10:00
196,2,Sunday,13:00
230,1,Tuesday,15:00
172,3,Thursday,16:00
6,3,Thursday,18:00
125,4,Wednesday,21:00
46,2,Sunday,11:00
105,4,Sunday,09:00
254,1,Saturday,12:00
209,5,Friday,14:00
233,3,Friday,11:00
151,1,Thursday,17:00
93,4,Thursday,06:00
299,4,Tuesday,21:00
12,2,Thursday,12:00
67,1,Saturday,20:00
69,2,Thursday,12:00
68,5,Friday,16:00
298,3,Tuesday,13:00
275,5,Wednesday,13:00
216,5,Saturday,14:00
270,1,Sunday,11:00
290,4,Friday,19:00
23,2,Saturday,12:00
102,4,Tuesday,16:00
230,5,Monday,14:00
164,4,Wednesday,14:00
103,2,Thursday,06:00
1,5,Thursday,09:00
207,5,Saturday,14:00
63,3,Thursday,06:00
121,2,Monday,09:00
23,5,Saturday,14:00
218,5,Wednesday,14:00
113,1,Friday,13:00
50,2,Sunday,20:00
257,3,Wednesday,06:00
7,1,Monday,11:00
16,1,Monday,14:00
208,3,Thursday,19:00
72,2,Sunday,10:00
263,4,Sunday,21:00
257,4,Friday,08:00
211,3,Thursday,17:00
45,4,Wednesday,10:00
55,1,Tuesday,18:00
178,3,Sunday,21:00
32,3,Wednesday,12:00
28,4,Friday,07:00
46,3,Saturday,07:00
36,3,Thursday,12:00
6,3,Thursday,20:00
160,4,Tuesday,11:00
215,1,Sunday,21:00
55,5,Saturday,20:00
159,1,Thursday,20:00
43,1,Thursday,19:00
65,1,Saturday,06:00
199,1,Saturday,10:00
227,3,Thursday,20:00
243,2,Monday,06:00
8,2,Thursday,13:00
65,1,Sunday,12:00
281,4,Saturday,08:00
130,2,Sunday,12:00
9,1,Saturday,08:00
253,5,Friday,21:00
120,3,Monday,08:00
34,2,Monday,13:00
208,1,Thursday,10:00
94,5,Friday,20:00
127,4,Monday,21:00
255,3,Wednesday,18:00
104,1,Wednesday,17:00
42,2,Sunday,18:00
60,2,Saturday,18:00
285,2,Friday,13:00
182,3,Tuesday,14:00
239,5,Wednesday,09:00
175,5,Thursday,06:00
286,1,Wednesday,18:00
29,5,Monday,17:00
283,5,Monday,15:00
197,5,Monday,21:00
21,1,Friday,14:00
94,4,Friday,20:00
257,4,Sunday,16:00
110,4,Sunday,14:00
196,2,Thursday,09:00
183,2,Saturday,16:00
46,2,Saturday,13:00
199,3,Saturday,12:00
81,4,Tuesday,13:00
278,3,Friday,18:00
218,1,Friday,19:00
189,5,Thursday,16:00
199,1,Saturday,12:00
48,4,Tuesday,14:00
133,1,Tuesday,19:00
164,4,Saturday,14:00
230,4,Wednesday,16:00
260,1,Wednesday,17:00
237,4,Saturday,11:00
223,3,Sunday,09:00
184,2,Monday,11:00
63,3,Thursday,07:00
111,3,Friday,11:00
227,4,Saturday,16:00
197,4,Friday,12:00
271,4,Monday,16:00
214,5,Monday,21:00
245,3,Sunday,20:00
244,5,Sunday,19:00
259,2,Tuesday,18:00
91,4,Wednesday,14:00
269,1,Friday,09:00
231,2,Wednesday,08:00
243,4,Thursday,08:00
224,1,Friday,20:00
245,4,Friday,19:00
90,4,Tuesday,14:00
190,1,Tuesday,14:00
217,1,Monday,16:00
283,5,Thursday,12:00
218,1,Tuesday,15:00
49,3,Wednesday,09:00
32,1,Wednesday,06:00
205,4,Thursday,16:00
150,1,Tuesday,21:00
193,4,Tuesday,08:00
124,3,Monday,14:00
134,2,Thursday,08:00
116,1,Wednesday,09:00
82,5,Monday,14:00
31,4,Thursday,16:00
86,5,Wednesday,19:00
192,3,Wednesday,17:00
215,4,Wednesday,06:00
290,3,Monday,18:00
122,1,Friday,10:00
81,1,Tuesday,15:00
126,3,Tuesday,20:00
177,3,Monday,19:00
169,5,Saturday,13:00
107,4,Friday,11:00
202,2,Friday,19:00
139,4,Friday,16:00
161,1,Friday,18:00
255,1,Tuesday,20:00
82,3,Thursday,16:00
230,4,Tuesday,15:00
118,1,Wednesday,21:00
141,5,Tuesday,09:00
73,2,Sunday,17:00
14,2,Saturday,20:00
139,3,Saturday,07:00
6,5,Thursday,19:00
154,2,Monday,17:00
72,2,Sunday,12:00
48,2,Tuesday,16:00
93,5,Monday,09:00
253,2,Wednesday,19:00
286,1,Sunday,18:00
278,2,Tuesday,20:00
270,5,Thursday,12:00
70,4,Friday,12:00
300,1,Saturday,16:00
300,1,Friday,07:00
55,1,Saturday,18:00
229,1,Sunday,12:00
47,1,Tuesday,16:00
6,4,Friday,19:00
21,1,Friday,16:00
298,1,Friday,13:00
10,3,Friday,18:00
190,1,Friday,16:00
45,4,Tuesday,14:00
11,3,Tuesday,12:00
57,3,Saturday,10:00
67,3,Saturday,17:00
117,5,Tuesday,06:00
76,1,Saturday,15:00
7,3,Tuesday,10:00
71,4,Tuesday,20:00
236,1,Thursday,09:00
216,2,Friday,11:00
143,1,Sunday,16:00
262,5,Monday,21:00
89,1,Tuesday,11:00
228,4,Tuesday,13:00
177,4,Wednesday,18:00
292,3,Monday,11:00
215,1,Monday,21:00
137,4,Saturday,16:00
161,1,Sunday,21:00
165,4,Friday,10:00
245,3,Friday,14:00
49,5,Thursday,08:00
27,3,Saturday,21:00
213,4,Tuesday,21:00
284,1,Sunday,20:00
266,2,Saturday,07:00
86,5,Friday,20:00
288,3,Friday,13:00
117,3,Thursday,09:00
109,4,Monday,07:00
242,2,Thursday,07:00
216,5,Saturday,08:00
261,3,Friday,16:00
199,1,Monday,19:00
264,4,Wednesday,06:00
166,4,Sunday,19:00
234,4,Thursday,18:00
227,4,Monday,18:00
84,5,Sunday,15:00
298,4,Wednesday,07:00
215,4,Monday,06:00
274,2,Saturday,07:00
81,1,Friday,13:00
122,4,Wednesday,10:00
290,5,Tuesday,21:00
175,5,Thursday,08:00
140,2,Monday,07:00
39,3,Wednesday,09:00
198,1,Friday,11:00
271,5,Monday,08:00
73,1,Saturday,16:00
24,3,Saturday,19:00
229,1,Thursday,10:00
77,5,Friday,15:00
168,1,Monday,06:00
290,4,Saturday,20:00
277,2,Monday,18:00
242,2,Thursday,06:00
123,4,Tuesday,11:00
100,5,Wednesday,15:00
95,1,Tuesday,21:00
92,3,Friday,07:00
111,4,Tuesday,11:00
187,4,Tuesday,12:00
31,5,Thursday,13:00
125,4,Thursday,15:00
114,1,Tuesday,18:00
189,3,Wednesday,15:00
262,2,Monday,09:00
266,2,Saturday,07:00
119,4,Sunday,09:00
146,5,Sunday,08:00
90,3,Tuesday,21:00
289,5,Sunday,21:00
292,3,Sunday,16:00
281,5,Sunday,18:00
254,2,Saturday,13:00
127,2,Thursday,08:00
49,5,Wednesday,07:00
44,1,Friday,06:00
149,1,Thursday,18:00
157,5,Saturday,10:00
37,2,Friday,21:00
68,4,Friday,16:00
153,1,Wednesday,18:00
29,1,Tuesday,15:00
219,1,Saturday,16:00
65,1,Friday,07:00
206,2,Saturday,16:00
230,5,Sunday,17:00
79,1,Saturday,15:00
159,1,Wednesday,18:00
116,4,Tuesday,10:00
101,1,Wednesday,20:00
45,5,Sunday,08:00
37,3,Saturday,19:00
153,1,Saturday,17:00
139,2,Saturday,17:00
162,3,Monday,20:00
242,2,Friday,08:00
86,3,Friday,20:00
131,1,Wednesday,16:00
178,4,Friday,16:00
134,2,Monday,08:00
204,3,Monday,12:00
7,2,Sunday,20:00
280,5,Wednesday,11:00
83,5,Saturday,08:00
284,3,Tuesday,18:00
78,5,Wednesday,20:00
145,2,Friday,07:00
214,5,Monday,20:00
258,1,Monday,09:00
87,2,Wednesday,08:00
114,4,Sunday,18:00
172,2,Sunday,18:00
124,3,Monday,17:00
82,5,Tuesday,17:00
245,2,Wednesday,14:00
101,5,Wednesday,18:00
174,2,Wednesday,10:00
128,3,Tuesday,10:00
71,3,Monday,07:00
4,2,Thursday,06:00
202,3,Thursday,09:00
23,2,Saturday,17:00
280,1,Wednesday,09:00
122,4,Thursday,10:00
81,1,Thursday,17:00
295,1,Thursday,21:00
179,5,Thursday,20:00
71,3,Wednesday,15:00
116,4,Friday,06:00
179,4,Monday,20:00
208,4,Thursday,12:00
254,1,Monday,10:00
53,1,Sunday,10:00
216,5,Friday,14:00
14,2,Sunday,07:00
217,1,Tuesday,14:00
293,1,Friday,12:00
168,3,Tuesday,09:00
110,4,Wednesday,20:00
236,1,Sunday,09:00
208,3,Wednesday,10:00
166,4,Monday,21:00
192,1,Thursday,21:00
278,2,Friday,07:00
222,3,Tuesday,07:00
109,2,Friday,06:00
165,4,Friday,20:00
133,3,Thursday,11:00
73,2,Saturday,06:00
34,2,Friday,11:00
71,4,Wednesday,18:00
5,3,Thursday,08:00
138,4,Monday,13:00
104,4,Saturday,14:00
146,2,Tuesday,09:00
66,4,Friday,19:00
260,3,Monday,08:00
227,4,Tuesday,19:00
172,2,Friday,20:00
44,3,Monday,14:00
139,3,Friday,08:00
233,4,Wednesday,10:00
82,5,Thursday,17:00
207,4,Thursday,09:00
107,1,Friday,21:00
40,3,Wednesday,06:00
161,3,Sunday,19:00
224,3,Friday,11:00
196,5,Sunday,06:00
169,1,Tuesday,10:00
94,5,Friday,11:00
272,2,Thursday,11:00
259,2,Wednesday,10:00
105,4,Monday,09:00
35,2,Monday,06:00
131,1,Thursday,17:00
201,5,Thursday,17:00
291,4,Saturday,20:00
62,4,Saturday,19:00
206,4,Saturday,16:00
260,5,Wednesday,17:00
253,1,Saturday,21:00
27,2,Saturday,21:00
150,1,Thursday,21:00
55,1,Saturday,17:00
74,3,Sunday,06:00
163,2,Wednesday,11:00
153,3,Wednesday,15:00
32,3,Monday,10:00
16,4,Sunday,12:00
299,5,Sunday,17:00
173,3,Friday,20:00
163,5,Sunday,14:00
115,2,Sunday,16:00
72,1,Thursday,16:00
120,1,Wednesday,07:00
9,5,Sunday,15:00
236,5,Sunday,08:00
159,3,Wednesday,11:00
164,2,Friday,14:00
82,5,Thursday,17:00
281,3,Thursday,17:00
265,3,Friday,10:00
110,5,Thursday,18:00
47,3,Tuesday,19:00
175,2,Sunday,06:00
121,4,Wednesday,09:00
78,5,Tuesday,17:00
278,4,Tuesday,20:00
298,1,Sunday,13:00
161,2,Wednesday,18:00
237,2,Wednesday,12:00
286,2,Wednesday,21:00
259,2,Thursday,19:00
9,2,Sunday,15:00
93,4,Thursday,16:00
80,1,Saturday,18:00
262,3,Sunday,09:00
199,1,Thursday,18:00
113,5,Friday,11:00
115,4,Sunday,17:00
24,1,Monday,09:00
266,2,Sunday,07:00
7,1,Friday,12:00
175,5,Thursday,18:00
269,1,Wednesday,07:00
135,3,Saturday,09:00
33,2,Friday,09:00
166,5,Saturday,21:00
39,3,Friday,09:00
73,1,Monday,17:00
135,1,Saturday,20:00
217,5,Thursday,19:00
164,3,Monday,15:00
299,1,Wednesday,10:00
54,2,Sunday,18:00
170,2,Tuesday,11:00
117,5,Tuesday,08:00
131,1,Sunday,17:00
107,4,Tuesday,18:00
177,2,Tuesday,21:00
218,1,Friday,15:00
263,4,Sunday,06:00
51,3,Friday,18:00
131,4,Tuesday,07:00
275,1,Sunday,11:00
78,5,Friday,18:00
96,2,Monday,09:00
213,2,Wednesday,16:00
143,3,Monday,15:00
138,2,Wednesday,19:00
284,1,Tuesday,18:00
37,2,Saturday,21:00
14,4,Sunday,20:00
203,1,Thursday,17:00
282,3,Tuesday,14:00
196,2,Monday,09:00
135,5,Wednesday,18:00
2,3,Saturday,19:00
148,5,Wednesday,07:00
294,1,Tuesday,08:00
142,2,Friday,09:00
77,3,Sunday,09:00
163,5,Friday,14:00
125,2,Wednesday,14:00
271,4,Friday,13:00
299,5,Thursday,13:00
88,2,Saturday,10:00
24,3,Monday,08:00
170,2,Thursday,13:00
126,3,Sunday,19:00
28,3,Tuesday,09:00
10,3,Wednesday,18:00
14,4,Monday,20:00
290,5,Friday,07:00
66,2,Wednesday,18:00
67,1,Saturday,21:00
49,3,Saturday,06:00
132,4,Sunday,10:00
187,4,Wednesday,19:00
172,2,Thursday,19:00
153,2,Wednesday,17:00
136,4,Sunday,16:00
299,5,Tuesday,17:00
125,4,Wednesday,16:00
119,4,Saturday,07:00
190,3,Friday,17:00
127,3,Saturday,06:00
113,3,Wednesday,17:00
202,2,Thursday,08:00
66,4,Sunday,10:00
253,1,Tuesday,20:00
235,5,Saturday,13:00
147,4,Saturday,21:00
212,3,Thursday,17:00
280,5,Monday,20:00
43,1,Friday,21:00
12,2,Thursday,13:00
3,1,Wednesday,13:00
285,2,Thursday,09:00
147,4,Thursday,20:00
204,3,Wednesday,15:00
199,3,Wednesday,19:00
72,5,Friday,16:00
294,1,Saturday,06:00
197,5,Friday,13:00
211,4,Monday,16:00
17,5,Tuesday,16:00
15,1,Sunday,08:00
42,2,Monday,20:00
247,3,Wednesday,06:00
46,3,Monday,11:00
279,2,Saturday,16:00
13,1,Thursday,15:00
78,1,Monday,18:00
38,3,Sunday,15:00
155,5,Sunday,15:00
245,3,Sunday,14:00
31,1,Thursday,10:00
105,1,Sunday,15:00
70,4,Monday,10:00
149,2,Friday,16:00
39,1,Friday,09:00
252,2,Monday,14:00
20,2,Thursday,06:00
63,1,Wednesday,20:00
122,4,Friday,10:00
95,5,Tuesday,08:00
90,3,Thursday,06:00
145,2,Thursday,16:00
219,1,Sunday,15:00
190,4,Wednesday,09:00
107,2,Wednesday,11:00
230,5,Tuesday,17:00
208,3,Wednesday,10:00
43,2,Friday,15:00
261,1,Friday,21:00
3,4,Friday,18:00
249,3,Wednesday,17:00
63,3,Sunday,19:00
93,4,Monday,08:00
270,5,Thursday,12:00
48,2,Thursday,06:00
60,2,Wednesday,16:00
75,1,Monday,11:00
224,1,Saturday,21:00
238,1,Monday,06:00
154,4,Friday,16:00
171,3,Tuesday,09:00
148,5,Tuesday,15:00
44,1,Tuesday,07:00
177,2,Monday,18:00
238,2,Monday,06:00
129,3,Tuesday,06:00
283,5,Friday,15:00
279,2,Tuesday,19:00
153,1,Monday,17:00
25,4,Thursday,11:00
191,4,Sunday,08:00
48,2,Thursday,06:00
72,5,Sunday,16:00
83,2,Monday,08:00
93,4,Monday,07:00
129,3,Monday,06:00
65,4,Thursday,07:00
56,5,Thursday,16:00
15,5,Friday,09:00
85,5,Tuesday,19:00
174,3,Sunday,07:00
276,1,Tuesday,19:00
72,1,Thursday,14:00
249,3,Wednesday,15:00
209,2,Sunday,19:00
196,5,Thursday,18:00
182,4,Tuesday,19:00
155,5,Friday,07:00
300,1,Friday,07:00
251,1,Saturday,10:00
95,2,Wednesday,06:00
175,1,Thursday,09:00
182,4,Wednesday,21:00
117,3,Thursday,10:00
198,1,Monday,10:00
149,2,Wednesday,14:00
101,4,Sunday,20:00
216,5,Saturday,15:00
35,3,Friday,06:00
245,4,Friday,14:00
36,5,Tuesday,13:00
219,5,Saturday,15:00
277,4,Saturday,19:00
263,5,Wednesday,20:00
160,5,Tuesday,07:00
126,1,Friday,19:00
107,4,Tuesday,13:00
65,2,Sunday,09:00
255,5,Wednesday,20:00
72,3,Wednesday,06:00
84,3,Thursday,21:00
189,1,Saturday,16:00
113,4,Tuesday,16:00
241,5,Wednesday,20:00
85,1,Friday,20:00
158,2,Tuesday,21:00
168,2,Monday,14:00
230,4,Saturday,15:00
226,1,Friday,20:00
68,2,Thursday,16:00
76,2,Wednesday,14:00
253,3,Thursday,18:00
27,3,Thursday,19:00
285,5,Wednesday,07:00
163,2,Monday,13:00
209,5,Saturday,17:00
35,5,Sunday,06:00
150,5,Thursday,20:00
105,4,Wednesday,09:00
12,5,Friday,10:00
5,5,Saturday,08:00
69,2,Thursday,10:00
75,1,Saturday,19:00
40,2,Tuesday,06:00
277,1,Tuesday,07:00
32,1,Tuesday,12:00
39,3,Friday,06:00
245,4,Friday,14:00
53,3,Friday,13:00
282,1,Thursday,10:00
208,3,Friday,11:00
224,5,Tuesday,13:00
58,1,Tuesday,09:00
102,2,Monday,14:00
171,4,Friday,11:00
179,3,Friday,13:00
127,3,Monday,15:00
73,1,Sunday,14:00
277,1,Thursday,19:00
4,4,Wednesday,07:00
92,2,Monday,07:00
190,4,Friday,16:00
55,1,Monday,19:00
275,1,Thursday,11:00
248,5,Thursday,09:00
150,4,Tuesday,13:00
5,3,Thursday,06:00
73,1,Sunday,15:00
179,1,Thursday,13:00
62,4,Saturday,18:00
180,2,Thursday,18:00
269,1,Tuesday,08:00
71,4,Thursday,09:00
66,2,Friday,20:00
235,5,Friday,15:00
172,3,Sunday,18:00
20,4,Monday,09:00
215,4,Sunday,21:00
134,1,Wednesday,12:00
260,3,Monday,14:00
146,5,Saturday,08:00
199,1,Saturday,06:00
254,2,Monday,12:00
159,4,Wednesday,19:00
66,4,Wednesday,10:00
26,4,Tuesday,16:00
287,5,Sunday,18:00
30,2,Saturday,16:00
196,5,Sunday,10:00
27,4,Monday,18:00
2,5,Wednesday,18:00
172,3,Saturday,19:00
118,4,Wednesday,19:00
214,5,Saturday,14:00
220,3,Monday,15:00
235,3,Wednesday,14:00
281,4,Saturday,17:00
230,4,Sunday,10:00
217,4,Monday,17:00
208,4,Thursday,10:00
204,3,Tuesday,15:00
222,3,Sunday,06:00
83,2,Monday,07:00
223,1,Friday,15:00
44,1,Sunday,07:00
238,4,Wednesday,08:00
70,2,Thursday,13:00
254,3,Saturday,11:00
273,1,Tuesday,15:00
56,4,Wednesday,15:00
181,1,Wednesday,17:00
158,1,Tuesday,20:00
95,5,Wednesday,13:00
179,5,Saturday,18:00
101,1,Wednesday,14:00
19,1,Wednesday,06:00
77,5,Monday,07:00
9,2,Saturday,17:00
70,2,Sunday,13:00
187,4,Thursday,10:00
254,1,Saturday,12:00
209,2,Monday,17:00
107,1,Tuesday,12:00
34,5,Tuesday,13:00
138,2,Saturday,19:00
281,2,Saturday,09:00
223,4,Monday,14:00
243,2,Thursday,08:00
288,4,Wednesday,15:00
173,1,Saturday,18:00
90,5,Saturday,14:00
144,1,Monday,20:00
73,2,Friday,14:00
33,5,Friday,08:00
68,2,Friday,16:00
288,4,Thursday,14:00
136,5,Saturday,15:00
170,3,Tuesday,15:00
295,3,Thursday,11:00
77,3,Friday,07:00
57,3,Tuesday,11:00
179,5,Saturday,21:00
42,2,Sunday,21:00
177,4,Wednesday,09:00
70,2,Thursday,19:00
198,1,Saturday,21:00
86,5,Wednesday,17:00
270,1,Thursday,11:00
218,1,Friday,17:00
173,3,Thursday,15:00
277,1,Saturday,19:00
89,5,Tuesday,11:00
285,1,Wednesday,12:00
150,1,Tuesday,19:00
24,1,Tuesday,07:00
68,2,Thursday,17:00
57,5,Saturday,12:00
44,3,Tuesday,08:00
116,1,Monday,21:00
165,1,Friday,17:00
174,1,Thursday,07:00
73,2,Saturday,21:00
81,4,Friday,14:00
112,4,Monday,18:00
250,1,Wednesday,10:00
29,1,Monday,15:00
267,3,Friday,10:00
178,4,Tuesday,21:00
25,4,Saturday,11:00
179,1,Saturday,19:00
278,2,Friday,19:00
229,1,Friday,15:00
31,4,Thursday,10:00
186,3,Tuesday,19:00
199,2,Thursday,13:00
276,4,Tuesday,21:00
7,1,Tuesday,12:00
247,4,Wednesday,15:00
26,4,Monday,12:00
273,2,Wednesday,16:00
300,2,Friday,08:00
216,2,Wednesday,16:00
96,1,Thursday,09:00
257,4,Sunday,08:00
206,3,Thursday,07:00
187,5,Wednesday,13:00
85,5,Tuesday,15:00
155,5,Friday,17:00
1,1,Tuesday,09:00
153,1,Wednesday,15:00
58,1,Tuesday,13:00
129,3,Monday,09:00
12,5,Saturday,11:00
278,3,Monday,19:00
41,5,Friday,10:00
59,5,Friday,10:00
144,4,Wednesday,15:00
279,2,Friday,16:00
11,3,Sunday,13:00
172,4,Sunday,20:00
146,1,Saturday,06:00
55,4,Thursday,21:00
183,1,Wednesday,06:00
222,2,Tuesday,08:00
49,3,Tuesday,21:00
181,3,Saturday,09:00
211,4,Monday,14:00
270,1,Saturday,10:00
25,4,Saturday,10:00
253,2,Wednesday,11:00
216,2,Sunday,16:00
24,1,Tuesday,19:00
191,1,Thursday,08:00
281,5,Friday,15:00
176,2,Tuesday,19:00
131,1,Sunday,15:00
94,1,Friday,13:00
184,2,Monday,16:00
200,4,Tuesday,06:00
205,3,Wednesday,18:00
157,2,Sunday,11:00
288,4,Friday,15:00
248,3,Monday,14:00
35,3,Tuesday,09:00
70,2,Thursday,12:00
157,2,Saturday,12:00
32,1,Wednesday,11:00
8,3,Wednesday,20:00
152,1,Friday,06:00
126,3,Sunday,20:00
61,4,Monday,10:00
141,5,Friday,08:00
277,1,Saturday,16:00
154,4,Monday,11:00
37,3,Friday,20:00
296,5,Friday,07:00
196,5,Friday,11:00
178,3,Tuesday,20:00
278,2,Tuesday,18:00
157,5,Sunday,11:00
218,5,Thursday,19:00
265,1,Saturday,09:00
224,2,Wednesday,12:00
146,5,Friday,07:00
11,3,Sunday,10:00
84,2,Sunday,20:00
5,3,Monday,19:00
166,4,Monday,18:00
282,3,Thursday,12:00
109,4,Wednesday,09:00
221,1,Tuesday,12:00
55,5,Tuesday,21:00
134,3,Tuesday,07:00
230,5,Sunday,16:00
1,1,Saturday,09:00
197,5,Monday,11:00
189,1,Wednesday,16:00
166,4,Monday,21:00
249,5,Wednesday,16:00
223,4,Friday,15:00
64,5,Thursday,15:00
220,5,Friday,10:00
265,1,Monday,13:00
198,5,Friday,10:00
12,2,Sunday,21:00
107,1,Tuesday,12:00
236,1,Thursday,15:00
76,5,Saturday,20:00
133,4,Wednesday,15:00
78,4,Monday,21:00
230,5,Sunday,17:00
237,4,Wednesday,13:00
126,5,Thursday,18:00
254,2,Sunday,14:00
147,4,Saturday,20:00
236,1,Sunday,13:00
215,1,Tuesday,19:00
216,5,Wednesday,17:00
46,2,Tuesday,12:00
17,2,Sunday,16:00
191,4,Wednesday,07:00
176,1,Tuesday,21:00
93,4,Sunday,10:00
19,5,Wednesday,08:00
158,2,Monday,21:00
161,3,Monday,15:00
142,5,Wednesday,12:00
48,5,Thursday,09:00
237,2,Thursday,13:00
9,5,Saturday,17:00
9,2,Monday,15:00
2,3,Friday,20:00
143,3,Saturday,17:00
35,3,Thursday,06:00
17,3,Tuesday,15:00
130,3,Thursday,11:00
155,2,Tuesday,06:00
116,4,Thursday,19:00
246,1,Sunday,15:00
259,4,Wednesday,20:00
163,2,Friday,12:00
251,5,Friday,10:00
156,5,Saturday,15:00
193,4,Wednesday,09:00
92,2,Thursday,15:00
281,5,Sunday,06:00
34,5,Wednesday,11:00
53,1,Monday,11:00
53,3,Wednesday,13:00
47,4,Wednesday,19:00
186,4,Saturday,10:00
152,5,Thursday,06:00
209,2,Saturday,16:00
222,2,Wednesday,08:00
51,4,Thursday,16:00
158,5,Monday,06:00
196,5,Thursday,10:00
68,2,Thursday,14:00
214,3,Sunday,21:00
88,1,Thursday,18:00
271,4,Wednesday,06:00
177,2,Sunday,20:00
283,2,Monday,14:00
137,1,Tuesday,19:00
285,5,Wednesday,12:00
96,2,Sunday,13:00
23,1,Monday,07:00
184,3,Friday,16:00
132,1,Saturday,12:00
105,1,Sunday,08:00
113,4,Thursday,13:00
178,4,Tuesday,19:00
27,1,Thursday,10:00
100,5,Thursday,20:00
41,1,Friday,10:00
132,1,Friday,07:00
158,2,Monday,06:00
158,4,Monday,20:00
243,2,Monday,11:00
253,5,Wednesday,21:00
212,3,Wednesday,15:00
82,3,Thursday,09:00
126,5,Tuesday,20:00
217,1,Monday,14:00
143,2,Sunday,16:00
295,4,Thursday,12:00
245,5,Friday,11:00
251,1,Tuesday,12:00
150,1,Thursday,11:00
62,4,Saturday,21:00
115,4,Saturday,16:00
224,5,Friday,13:00
122,1,Monday,11:00
32,3,Thursday,08:00
89,2,Tuesday,12:00
157,5,Monday,10:00
224,1,Friday,07:00
101,4,Friday,20:00
124,3,Wednesday,17:00
168,1,Monday,15:00
224,1,Tuesday,18:00
254,1,Monday,11:00
294,2,Saturday,17:00
257,3,Sunday,14:00
165,4,Sunday,15:00
233,4,Wednesday,10:00
94,1,Sunday,13:00
148,3,Monday,06:00
43,2,Friday,08:00
190,4,Wednesday,16:00
85,5,Friday,20:00
267,4,Sunday,12:00
140,5,Thursday,12:00
247,4,Sunday,16:00
157,5,Wednesday,13:00
289,1,Sunday,14:00
250,2,Wednesday,10:00
238,2,Monday,06:00
130,2,Wednesday,14:00
135,4,Saturday,20:00
257,3,Monday,16:00
159,1,Tuesday,20:00
78,4,Wednesday,20:00
299,5,Sunday,10:00
23,4,Saturday,14:00
86,5,Saturday,15:00
10,3,Saturday,21:00
131,4,Thursday,17:00
149,1,Wednesday,07:00
256,5,Wednesday,14:00
199,1,Monday,18:00
54,5,Thursday,20:00
279,2,Wednesday,16:00
204,4,Tuesday,15:00
228,4,Friday,11:00
123,3,Saturday,19:00
233,2,Monday,12:00
119,1,Sunday,07:00
140,1,Monday,12:00
